Column,Accident_Index,Accident_Severity,Date,Day_of_Week,Light_Conditions,Number_of_Casualties,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Police_Force,Road_Surface_Conditions,Road_Type,Special_Conditions_at_Site,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Age_Band_of_Driver,Sex_of_Driver,Driver_age_sex,Vehicle_Type
2,2016010000028,Slight,2016-11-01,Tuesday,Daylight,1,0,0,Metropolitan Police,Dry,One way street,None,30,10:50:00,Urban,Raining no high winds,36 - 45,Female,36 - 45_Female,9
3,2016010000033,Serious,2016-11-01,Tuesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,08:30:00,Urban,Fog or mist,26 - 35,Female,26 - 35_Female,9
5,2016010000048,Serious,2016-11-01,Tuesday,Daylight,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,07:10:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
8,2016010000061,Slight,2016-11-01,Tuesday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,16:45:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
9,2016010000066,Slight,2016-11-01,Tuesday,Darkness - lights lit,1,0,8,Metropolitan Police,Dry,Single carriageway,None,30,18:10:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
10,2016010000099,Slight,2016-11-01,Tuesday,Darkness - lights lit,1,0,1,Metropolitan Police,Dry,Single carriageway,None,30,20:50:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
11,2016010000100,Serious,2016-11-01,Tuesday,Daylight,1,0,8,Metropolitan Police,Dry,Single carriageway,None,30,14:55:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
14,2016010000122,Slight,2016-11-02,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,09:10:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
15,2016010000124,Slight,2016-11-02,Wednesday,Daylight,1,0,5,Metropolitan Police,Dry,One way street,None,30,08:40:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
16,2016010000130,Slight,2016-11-02,Wednesday,Daylight,1,0,1,Metropolitan Police,Dry,Single carriageway,None,30,09:15:00,Urban,Fine no high winds,16 - 20,Female,16 - 20_Female,9
18,2016010000176,Slight,2016-11-02,Wednesday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,15:45:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
20,2016010000196,Slight,2016-11-02,Wednesday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Dual carriageway,None,30,21:00:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
23,2016010000224,Slight,2016-11-02,Wednesday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Dual carriageway,None,40,19:28:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
24,2016010000237,Slight,2016-11-03,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,08:13:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
26,2016010000253,Slight,2016-11-03,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,20,12:05:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
31,2016010000308,Slight,2016-11-03,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,15:16:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
35,2016010000377,Slight,2016-11-04,Friday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,16:25:00,Urban,Raining no high winds,66 - 75,Male,66 - 75_Male,9
36,2016010000378,Slight,2016-11-04,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,15:25:00,Urban,Fine no high winds,21 - 25,Female,21 - 25_Female,9
37,2016010000388,Serious,2016-11-04,Friday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,14:17:00,Urban,Raining no high winds,21 - 25,Female,21 - 25_Female,9
38,2016010000390,Slight,2016-11-04,Friday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,16:02:00,Urban,Raining no high winds,26 - 35,Female,26 - 35_Female,9
41,2016010000416,Serious,2016-11-04,Friday,Daylight,1,0,5,Metropolitan Police,Dry,One way street,None,30,18:01:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
42,2016010000429,Serious,2016-11-04,Friday,Darkness - lights lit,1,0,4,Metropolitan Police,Wet or damp,Single carriageway,None,30,20:28:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
43,2016010000437,Slight,2016-11-04,Friday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,50,23:40:00,Rural,Fog or mist,26 - 35,Male,26 - 35_Male,9
44,2016010000449,Slight,2016-11-05,Saturday,Darkness - lights lit,1,2,5,Metropolitan Police,Dry,Dual carriageway,None,30,02:45:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
45,2016010000456,Slight,2016-11-05,Saturday,Daylight,1,0,5,Metropolitan Police,Dry,Dual carriageway,None,40,09:55:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
46,2016010000459,Serious,2016-11-05,Saturday,Daylight,2,0,0,Metropolitan Police,Dry,Single carriageway,None,30,11:25:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
47,2016010000472,Slight,2016-11-05,Saturday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,11:50:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
50,2016010000499,Slight,2016-11-05,Saturday,Daylight,1,0,8,Metropolitan Police,Dry,Single carriageway,None,30,14:50:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
51,2016010000501,Slight,2016-11-05,Saturday,Daylight,1,0,8,Metropolitan Police,Dry,Single carriageway,None,30,15:01:00,Urban,Fine no high winds,21 - 25,Female,21 - 25_Female,9
52,2016010000507,Slight,2016-11-05,Saturday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,19:47:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
53,2016010000515,Slight,2016-11-05,Saturday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,21:39:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
54,2016010000516,Slight,2016-11-05,Saturday,Darkness - lights lit,1,0,8,Metropolitan Police,Dry,Single carriageway,None,30,20:00:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
55,2016010000529,Slight,2016-11-05,Saturday,Darkness - lights lit,1,0,1,Metropolitan Police,Wet or damp,Single carriageway,None,30,22:50:00,Urban,Fine no high winds,66 - 75,Female,66 - 75_Female,9
56,2016010000541,Slight,2016-11-05,Saturday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,12:55:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
57,2016010000551,Slight,2016-11-06,Sunday,Daylight,1,0,1,Metropolitan Police,Dry,Single carriageway,None,30,09:34:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
59,2016010000557,Slight,2016-11-06,Sunday,Daylight,1,0,1,Metropolitan Police,Dry,Single carriageway,None,30,10:50:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
60,2016010000560,Slight,2016-11-06,Sunday,Daylight,1,2,0,Metropolitan Police,Dry,Single carriageway,None,20,12:30:00,Urban,Fine no high winds,21 - 25,Female,21 - 25_Female,9
61,2016010000562,Slight,2016-11-06,Sunday,Daylight,1,0,4,Metropolitan Police,Dry,One way street,None,30,13:30:00,Urban,Fine no high winds,16 - 20,Female,16 - 20_Female,9
63,2016010000576,Slight,2016-11-06,Sunday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,20,18:01:00,Urban,Raining no high winds,46 - 55,Male,46 - 55_Male,9
64,2016010000577,Slight,2016-11-06,Sunday,Daylight,1,0,1,Metropolitan Police,Wet or damp,Roundabout,None,30,17:00:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
66,2016010000583,Slight,2016-11-06,Sunday,Darkness - lights lit,1,0,4,Metropolitan Police,Wet or damp,Single carriageway,None,30,17:45:00,Urban,Raining no high winds,26 - 35,Male,26 - 35_Male,9
68,2016010000609,Slight,2016-11-05,Saturday,Darkness - lights lit,1,0,4,Metropolitan Police,Wet or damp,Single carriageway,None,30,20:10:00,Urban,Raining no high winds,21 - 25,Male,21 - 25_Male,9
69,2016010000610,Serious,2016-11-07,Monday,Darkness - lights lit,1,0,5,Metropolitan Police,Dry,Single carriageway,None,20,00:05:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
70,2016010000615,Slight,2016-11-07,Monday,Darkness - lights lit,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,01:50:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
72,2016010000631,Slight,2016-11-07,Monday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,20,08:52:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
74,2016010000645,Serious,2016-11-07,Monday,Daylight,1,0,1,Metropolitan Police,Dry,Single carriageway,None,30,07:10:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
75,2016010000656,Slight,2016-11-06,Sunday,Darkness - lights lit,1,0,1,Metropolitan Police,Dry,Single carriageway,None,30,09:20:00,Urban,Fine no high winds,56 - 65,Female,56 - 65_Female,9
78,2016010000682,Slight,2016-11-07,Monday,Darkness - lights unlit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,20:40:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
79,2016010000708,Slight,2016-11-07,Monday,Darkness - lights lit,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,23:03:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
81,2016010000728,Slight,2016-11-01,Tuesday,Daylight,1,0,5,Metropolitan Police,Dry,Dual carriageway,None,40,15:40:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
82,2016010000752,Serious,2016-11-08,Tuesday,Daylight,1,0,1,Metropolitan Police,Dry,Single carriageway,None,20,09:30:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
84,2016010000771,Slight,2016-11-08,Tuesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,20,13:45:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
85,2016010000775,Slight,2016-11-08,Tuesday,Daylight,1,0,1,Metropolitan Police,Dry,Single carriageway,None,30,13:45:00,Urban,Fine no high winds,56 - 65,Female,56 - 65_Female,9
87,2016010000794,Slight,2016-11-08,Tuesday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,17:15:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
88,2016010000801,Slight,2016-11-08,Tuesday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,17:00:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
90,2016010000814,Slight,2016-11-08,Tuesday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,20,21:00:00,Urban,Raining no high winds,66 - 75,Female,66 - 75_Female,9
91,2016010000820,Slight,2016-11-08,Tuesday,Darkness - lights lit,1,0,5,Metropolitan Police,Wet or damp,Single carriageway,None,30,23:10:00,Urban,Raining no high winds,46 - 55,Female,46 - 55_Female,9
92,2016010000823,Slight,2016-11-09,Wednesday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,20,00:30:00,Urban,Raining no high winds,26 - 35,Female,26 - 35_Female,9
94,2016010000835,Slight,2016-11-08,Tuesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,08:50:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
95,2016010000836,Serious,2016-11-08,Tuesday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,13:00:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
96,2016010000844,Slight,2016-11-09,Wednesday,Darkness - lights lit,1,0,4,Metropolitan Police,Wet or damp,Single carriageway,None,30,07:00:00,Urban,Raining no high winds,26 - 35,Male,26 - 35_Male,9
100,2016010000871,Slight,2016-11-08,Tuesday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,10:35:00,Urban,Raining no high winds,36 - 45,Female,36 - 45_Female,9
105,2016010000913,Slight,2016-11-09,Wednesday,Daylight,1,0,5,Metropolitan Police,Wet or damp,Dual carriageway,None,30,14:05:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
107,2016010000919,Slight,2016-11-09,Wednesday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,17:00:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
108,2016010000922,Serious,2016-11-09,Wednesday,Daylight,1,0,5,Metropolitan Police,Wet or damp,Single carriageway,None,30,15:20:00,Urban,Raining no high winds,36 - 45,Female,36 - 45_Female,9
109,2016010000932,Slight,2016-11-09,Wednesday,Darkness - lights lit,1,0,1,Metropolitan Police,Dry,Single carriageway,None,20,20:03:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
111,2016010000938,Slight,2016-11-09,Wednesday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,15:36:00,Urban,Fine no high winds,Over 75,Female,Over 75_Female,9
113,2016010000978,Slight,2016-11-09,Wednesday,Daylight,1,0,1,Metropolitan Police,Wet or damp,Single carriageway,None,30,06:45:00,Urban,Raining no high winds,46 - 55,Female,46 - 55_Female,9
114,2016010000981,Slight,2016-11-10,Thursday,Daylight,1,0,5,Metropolitan Police,Dry,Single carriageway,None,30,09:15:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
115,2016010001030,Serious,2016-11-10,Thursday,Daylight,1,1,5,Metropolitan Police,Dry,Single carriageway,None,30,08:57:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
116,2016010001047,Slight,2016-11-10,Thursday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,15:20:00,Urban,Fine no high winds,16 - 20,Male,16 - 20_Male,9
117,2016010001048,Slight,2016-11-10,Thursday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,17:40:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
119,2016010001054,Slight,2016-11-10,Thursday,Darkness - lights lit,1,0,1,Metropolitan Police,Wet or damp,Single carriageway,None,30,17:15:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
122,2016010001069,Slight,2016-11-10,Thursday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,16:20:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
123,2016010001083,Serious,2016-11-10,Thursday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,19:00:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
125,2016010001124,Slight,2016-11-11,Friday,Daylight,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,06:50:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
126,2016010001129,Slight,2016-11-11,Friday,Daylight,1,0,0,Metropolitan Police,Dry,One way street,None,30,08:47:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
130,2016010001170,Slight,2016-11-11,Friday,Daylight,1,0,4,Metropolitan Police,Dry,Single carriageway,None,20,11:30:00,Urban,Fine no high winds,Over 75,Male,Over 75_Male,9
131,2016010001176,Slight,2016-11-11,Friday,Daylight,1,0,1,Metropolitan Police,Dry,Single carriageway,None,30,08:15:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
132,2016010001180,Slight,2016-11-11,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,12:05:00,Urban,Fine no high winds,66 - 75,Female,66 - 75_Female,9
138,2016010001224,Slight,2016-11-11,Friday,Daylight,2,0,1,Metropolitan Police,Dry,Single carriageway,None,30,15:09:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
140,2016010001231,Serious,2016-11-11,Friday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,17:05:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
142,2016010001237,Slight,2016-11-11,Friday,Darkness - lights lit,1,2,5,Metropolitan Police,Dry,Single carriageway,None,30,19:10:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
145,2016010001277,Serious,2016-11-11,Friday,Daylight,2,0,0,Metropolitan Police,Dry,Single carriageway,None,30,09:00:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
146,2016010001281,Serious,2016-11-12,Saturday,Darkness - lights lit,2,0,0,Metropolitan Police,Dry,Dual carriageway,None,30,05:00:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
147,2016010001298,Slight,2016-11-11,Friday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,12:00:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
149,2016010001307,Slight,2016-11-12,Saturday,Daylight,1,0,1,Metropolitan Police,Wet or damp,Roundabout,None,30,13:10:00,Urban,Raining no high winds,26 - 35,Male,26 - 35_Male,9
151,2016010001318,Slight,2016-11-12,Saturday,Daylight,1,1,1,Metropolitan Police,Wet or damp,Single carriageway,None,30,15:17:00,Urban,Raining no high winds,56 - 65,Male,56 - 65_Male,9
152,2016010001320,Slight,2016-11-12,Saturday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Dual carriageway,None,30,17:41:00,Urban,Raining no high winds,26 - 35,Female,26 - 35_Female,9
154,2016010001334,Slight,2016-11-12,Saturday,Darkness - lights lit,1,0,1,Metropolitan Police,Wet or damp,Single carriageway,None,30,19:00:00,Urban,Raining no high winds,56 - 65,Male,56 - 65_Male,9
155,2016010001337,Slight,2016-11-12,Saturday,Daylight,1,0,4,Metropolitan Police,Wet or damp,Single carriageway,None,30,13:55:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
157,2016010001351,Slight,2016-11-12,Saturday,Darkness - lights lit,1,0,5,Metropolitan Police,Wet or damp,One way street,None,20,18:55:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
158,2016010001364,Serious,2016-11-12,Saturday,Darkness - lights lit,2,0,4,Metropolitan Police,Wet or damp,Dual carriageway,None,20,20:05:00,Urban,Raining no high winds,36 - 45,Male,36 - 45_Male,9
159,2016010001365,Slight,2016-11-12,Saturday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,21:40:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
164,2016010001418,Serious,2016-11-11,Friday,Daylight,1,2,4,Metropolitan Police,Dry,Single carriageway,None,30,16:27:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
166,2016010001421,Serious,2016-11-13,Sunday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,13:49:00,Urban,Fine no high winds,21 - 25,Female,21 - 25_Female,9
167,2016010001426,Slight,2016-11-13,Sunday,Daylight,1,0,0,Metropolitan Police,Wet or damp,One way street,None,30,14:22:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
168,2016010001427,Slight,2016-11-13,Sunday,Darkness - lights lit,1,0,1,Metropolitan Police,Dry,Single carriageway,None,20,16:55:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
169,2016010001432,Slight,2016-11-13,Sunday,Daylight,2,0,4,Metropolitan Police,Dry,Single carriageway,None,30,16:39:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
170,2016010001433,Slight,2016-11-13,Sunday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Dual carriageway,None,30,19:54:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
172,2016010001447,Serious,2016-11-13,Sunday,Darkness - lights lit,1,0,0,Metropolitan Police,Dry,Single carriageway,None,20,20:20:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
173,2016010001449,Slight,2016-11-13,Sunday,Darkness - lights lit,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,20:33:00,Urban,Fine no high winds,16 - 20,Female,16 - 20_Female,9
175,2016010001460,Serious,2016-11-13,Sunday,Darkness - lights lit,1,0,5,Metropolitan Police,Dry,Dual carriageway,None,30,22:30:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
177,2016010001471,Slight,2016-11-14,Monday,Darkness - lights lit,1,0,5,Metropolitan Police,Dry,Single carriageway,None,20,00:58:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
178,2016010001476,Serious,2016-11-14,Monday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,20,05:30:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
179,2016010001478,Slight,2016-11-14,Monday,Darkness - lights lit,1,0,4,Metropolitan Police,Dry,Single carriageway,None,30,04:30:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
180,2016010001479,Serious,2016-11-14,Monday,Daylight,1,2,1,Metropolitan Police,Wet or damp,Single carriageway,None,30,06:50:00,Urban,Raining no high winds,56 - 65,Male,56 - 65_Male,9
181,2016010001485,Slight,2016-11-14,Monday,Daylight,1,0,8,Metropolitan Police,Wet or damp,Single carriageway,None,20,08:01:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
183,2016010001494,Slight,2016-11-14,Monday,Daylight,1,0,1,Metropolitan Police,Dry,Single carriageway,None,20,07:59:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
184,2016010001496,Slight,2016-11-14,Monday,Daylight,2,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,09:00:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
185,2016010001497,Slight,2016-11-14,Monday,Daylight,1,0,1,Metropolitan Police,Wet or damp,Single carriageway,None,20,07:41:00,Urban,Raining no high winds,46 - 55,Female,46 - 55_Female,9
186,2016010001521,Slight,2016-11-14,Monday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,10:27:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
188,2016010001568,Slight,2016-11-14,Monday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,20,16:02:00,Urban,Raining no high winds,56 - 65,Male,56 - 65_Male,9
189,2016010001572,Serious,2016-11-14,Monday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,One way street,None,20,17:15:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
190,2016010001577,Slight,2016-11-14,Monday,Daylight,1,0,5,Metropolitan Police,Wet or damp,Single carriageway,None,20,15:34:00,Urban,Raining no high winds,46 - 55,Female,46 - 55_Female,9
192,2016010001590,Slight,2016-11-14,Monday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Dual carriageway,None,20,18:25:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
194,2016010001597,Slight,2016-11-14,Monday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,14:55:00,Urban,Raining no high winds,36 - 45,Male,36 - 45_Male,9
197,2016010001636,Slight,2016-11-15,Tuesday,Daylight,1,0,4,Metropolitan Police,Wet or damp,Dual carriageway,None,30,07:50:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
199,2016010001667,Serious,2016-11-14,Monday,Daylight,1,0,5,Metropolitan Police,Wet or damp,Dual carriageway,None,30,15:33:00,Urban,Raining no high winds,21 - 25,Male,21 - 25_Male,9
200,2016010001678,Slight,2016-11-14,Monday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,20,08:15:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
201,2016010001687,Slight,2016-11-14,Monday,Daylight,1,0,4,Metropolitan Police,Dry,Dual carriageway,None,30,15:11:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
202,2016010001704,Serious,2016-11-15,Tuesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,12:48:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
203,2016010001739,Serious,2016-11-14,Monday,Daylight,1,0,4,Metropolitan Police,Wet or damp,Single carriageway,None,30,14:06:00,Urban,Raining no high winds,46 - 55,Male,46 - 55_Male,9
204,2016010001749,Slight,2016-11-15,Tuesday,Daylight,1,0,8,Metropolitan Police,Wet or damp,Single carriageway,None,30,15:00:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
205,2016010001751,Slight,2016-11-15,Tuesday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,Roadworks,20,15:24:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
206,2016010001762,Slight,2016-11-15,Tuesday,Darkness - lights lit,1,0,4,Metropolitan Police,Dry,Dual carriageway,None,20,17:00:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
210,2016010001771,Slight,2016-11-15,Tuesday,Daylight,1,0,0,Metropolitan Police,Wet or damp,Dual carriageway,None,30,14:45:00,Urban,Raining no high winds,26 - 35,Female,26 - 35_Female,9
213,2016010001851,Slight,2016-11-16,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,08:30:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
215,2016010001917,Serious,2016-11-16,Wednesday,Daylight,1,0,0,Metropolitan Police,Dry,Single carriageway,None,30,13:25:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
216,2016010001920,Serious,2016-11-16,Wednesday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,20,16:30:00,Urban,Raining no high winds,56 - 65,Male,56 - 65_Male,9
217,2016010001922,Slight,2016-11-16,Wednesday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,16:30:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
218,2016010001925,Slight,2016-11-16,Wednesday,Darkness - lights lit,1,0,0,Metropolitan Police,Wet or damp,Single carriageway,None,30,19:14:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
219,2016010001928,Slight,2016-11-16,Wednesday,Daylight,1,0,5,Metropolitan Police,Wet or damp,Single carriageway,None,30,18:30:00,Urban,Raining no high winds,36 - 45,Female,36 - 45_Female,9
220,2016010001931,Slight,2016-11-16,Wednesday,Darkness - lights lit,2,0,4,Metropolitan Police,Wet or damp,Dual carriageway,None,30,19:10:00,Urban,Raining no high winds,21 - 25,Male,21 - 25_Male,9
221,2016010001932,Slight,2016-11-16,Wednesday,Darkness - lights lit,1,0,5,Metropolitan Police,Wet or damp,Single carriageway,None,30,18:30:00,Urban,Raining no high winds,26 - 35,Male,26 - 35_Male,9
223,2016010001935,Slight,2016-11-16,Wednesday,Daylight,1,0,8,Metropolitan Police,Dry,Single carriageway,None,30,15:30:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
226,2016010001947,Serious,2016-11-15,Tuesday,Darkness - lights lit,1,0,8,Metropolitan Police,Wet or damp,Single carriageway,None,30,19:00:00,Urban,Raining no high winds,46 - 55,Male,46 - 55_Male,9
