Column,Accident_Index,Accident_Severity,Date,Day_of_Week,Light_Conditions,Number_of_Casualties,Pedestrian_Crossing_Human_Control,Pedestrian_Crossing_Physical_Facilities,Police_Force,Road_Surface_Conditions,Road_Type,Special_Conditions_at_Site,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Age_Band_of_Driver,Sex_of_Driver,Driver_age_sex,Vehicle_Type
13338,2016521609604,Slight,2016-11-22,Tuesday,Darkness - lights lit,1,0,0,Avon and Somerset,Dry,Dual carriageway,None,20,21:15:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13339,2016521609665,Slight,2016-12-15,Thursday,Darkness - lights unlit,2,0,0,Avon and Somerset,Wet or damp,Single carriageway,None,20,16:54:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13341,2016521609809,Slight,2016-12-16,Friday,Daylight,2,0,0,Avon and Somerset,Dry,Single carriageway,None,20,11:55:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13342,2016521609846,Slight,2016-12-29,Thursday,Daylight,1,0,5,Avon and Somerset,Wet or damp,Single carriageway,None,20,15:15:00,Urban,Raining no high winds,21 - 25,Female,21 - 25_Female,9
13343,2016521700043,Slight,2016-12-21,Wednesday,Daylight,2,0,0,Avon and Somerset,Wet or damp,Single carriageway,None,30,12:59:00,Urban,Fine no high winds,Over 75,Male,Over 75_Male,9
13344,2016521700085,Slight,2016-12-15,Thursday,Darkness - lights lit,1,0,4,Avon and Somerset,Wet or damp,Dual carriageway,Road sign or marking defective or obscured,30,17:55:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
13345,2016521700097,Slight,2016-12-21,Wednesday,Darkness - lights lit,1,0,0,Avon and Somerset,Wet or damp,Single carriageway,None,30,16:20:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13346,2016521700122,Slight,2016-12-29,Thursday,Daylight,1,0,1,Avon and Somerset,Frost or ice,Single carriageway,None,20,10:30:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13347,2016521700312,Slight,2016-12-20,Tuesday,Darkness - lights lit,1,0,0,Avon and Somerset,Dry,Single carriageway,None,20,16:27:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
13348,2016521700528,Serious,2016-12-27,Tuesday,Daylight,1,0,0,Avon and Somerset,Dry,Single carriageway,None,30,13:05:00,Urban,Fine no high winds,56 - 65,Female,56 - 65_Female,9
13349,2016521700844,Serious,2016-07-24,Sunday,Daylight,2,0,0,Avon and Somerset,Dry,Single carriageway,None,20,05:25:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
13350,2016521700989,Serious,2016-11-21,Monday,Daylight,1,0,4,Avon and Somerset,Wet or damp,Single carriageway,None,30,09:50:00,Urban,Raining no high winds,16 - 20,Female,16 - 20_Female,9
13351,2016521701171,Serious,2016-11-19,Saturday,Darkness - lights lit,1,0,0,Avon and Somerset,Wet or damp,Single carriageway,None,30,23:55:00,Urban,Raining no high winds,56 - 65,Male,56 - 65_Male,9
13352,2016521701558,Serious,2016-12-07,Wednesday,Darkness - lights lit,1,0,0,Avon and Somerset,Wet or damp,Dual carriageway,None,20,19:20:00,Urban,Raining no high winds,36 - 45,Male,36 - 45_Male,9
13353,2016521702017,Serious,2016-11-11,Friday,Darkness - lights lit,1,0,5,Avon and Somerset,Dry,Single carriageway,None,20,06:15:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13354,2016530038285,Slight,2016-01-07,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,12:14:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13356,2016530039453,Serious,2016-01-03,Sunday,Darkness - lights lit,1,0,0,Gloucestershire,Wet or damp,Single carriageway,None,30,19:40:00,Rural,Raining no high winds,21 - 25,Male,21 - 25_Male,9
13357,2016530039534,Slight,2016-01-06,Wednesday,Daylight,1,0,4,Gloucestershire,Dry,Dual carriageway,None,40,13:28:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13358,2016530039896,Serious,2016-01-19,Tuesday,Darkness - lights lit,1,0,5,Gloucestershire,Dry,Single carriageway,None,30,07:14:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13359,2016530040400,Slight,2016-01-23,Saturday,Daylight,1,0,4,Gloucestershire,Dry,Single carriageway,None,30,17:09:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13360,2016530040406,Serious,2016-01-22,Friday,Daylight,1,0,4,Gloucestershire,Wet or damp,Single carriageway,None,30,15:50:00,Urban,Fine no high winds,Over 75,Female,Over 75_Female,9
13361,2016530041909,Slight,2016-01-07,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,20,08:45:00,Urban,Fine no high winds,21 - 25,Female,21 - 25_Female,9
13362,2016530041911,Serious,2016-01-29,Friday,Daylight,1,0,8,Gloucestershire,Dry,Dual carriageway,None,40,14:40:00,Urban,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13363,2016530041932,Slight,2016-01-12,Tuesday,Darkness - lights lit,1,0,5,Gloucestershire,Dry,Single carriageway,None,30,16:51:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13364,2016530044681,Slight,2016-02-11,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,11:50:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
13365,2016530046216,Serious,2016-01-21,Thursday,Darkness - lights lit,1,0,0,Gloucestershire,Wet or damp,Single carriageway,None,30,19:48:00,Urban,Fine no high winds,16 - 20,Female,16 - 20_Female,9
13366,2016530046248,Slight,2016-01-22,Friday,Darkness - lights lit,1,0,1,Gloucestershire,Wet or damp,Single carriageway,None,30,17:53:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
13367,2016530046445,Slight,2016-01-25,Monday,Darkness - lights lit,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,18:16:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13368,2016530046930,Serious,2016-01-30,Saturday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,14:35:00,Urban,Fine no high winds,Over 75,Male,Over 75_Male,9
13369,2016530047708,Slight,2016-02-10,Wednesday,Darkness - lights lit,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,07:10:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13370,2016530048134,Slight,2016-02-11,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,14:30:00,Urban,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13372,2016530048628,Serious,2016-03-02,Wednesday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,16:36:00,Urban,Fine no high winds,16 - 20,Female,16 - 20_Female,9
13373,2016530049858,Slight,2016-02-20,Saturday,Daylight,1,0,0,Gloucestershire,Wet or damp,Single carriageway,None,30,10:30:00,Rural,Raining no high winds,56 - 65,Male,56 - 65_Male,9
13374,2016530051106,Slight,2016-02-21,Sunday,Daylight,1,0,8,Gloucestershire,Dry,Dual carriageway,None,40,13:54:00,Urban,Fine + high winds,36 - 45,Male,36 - 45_Male,9
13376,2016530053142,Slight,2016-03-18,Friday,Daylight,1,0,0,Gloucestershire,Dry,One way street,None,30,11:50:00,Urban,Fine no high winds,56 - 65,Female,56 - 65_Female,9
13377,2016530053790,Serious,2016-03-03,Thursday,Darkness - no lighting,1,0,0,Gloucestershire,Dry,Single carriageway,None,50,19:00:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13378,2016530055321,Serious,2016-02-21,Sunday,Daylight,1,0,0,Gloucestershire,Wet or damp,Single carriageway,None,30,16:00:00,Rural,Raining no high winds,Over 75,Male,Over 75_Male,9
13379,2016530055433,Slight,2016-03-28,Monday,Darkness - no lighting,1,0,0,Gloucestershire,Wet or damp,Dual carriageway,None,70,04:39:00,Rural,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13380,2016530058393,Fatal,2016-04-14,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,50,11:45:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
13382,2016530061514,Slight,2016-03-04,Friday,Daylight,2,0,1,Gloucestershire,Dry,Single carriageway,None,30,15:15:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13383,2016530062441,Slight,2016-04-11,Monday,Daylight,1,0,0,Gloucestershire,Wet or damp,Single carriageway,None,30,15:15:00,Urban,Raining no high winds,26 - 35,Male,26 - 35_Male,9
13385,2016530064273,Slight,2016-04-23,Saturday,Daylight,1,0,0,Gloucestershire,Dry,One way street,None,20,10:00:00,Urban,Fine no high winds,Over 75,Male,Over 75_Male,9
13386,2016530067079,Slight,2016-05-14,Saturday,Darkness - lights lit,1,0,0,Gloucestershire,Dry,One way street,None,30,01:20:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
13387,2016530069623,Serious,2016-05-17,Tuesday,Daylight,2,0,0,Gloucestershire,Dry,One way street,None,30,11:30:00,Urban,Fine no high winds,Over 75,Female,Over 75_Female,9
13388,2016530070890,Serious,2016-05-28,Saturday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,60,13:30:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
13389,2016530070959,Slight,2016-05-26,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,08:05:00,Urban,Fine no high winds,56 - 65,Female,56 - 65_Female,9
13390,2016530072634,Slight,2016-05-23,Monday,Daylight,1,0,1,Gloucestershire,Dry,Single carriageway,None,30,18:30:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13391,2016530072691,Slight,2016-04-07,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,17:12:00,Urban,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13392,2016530077965,Slight,2016-04-21,Thursday,Daylight,1,0,5,Gloucestershire,Dry,Single carriageway,None,30,19:00:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13393,2016530078863,Slight,2016-05-16,Monday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,11:30:00,Rural,Fine no high winds,Over 75,Male,Over 75_Male,9
13395,2016530080259,Serious,2016-05-25,Wednesday,Daylight,2,0,0,Gloucestershire,Dry,Single carriageway,None,30,15:20:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13396,2016530081432,Slight,2016-05-29,Sunday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,14:00:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13397,2016530081485,Slight,2016-05-29,Sunday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,12:10:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13398,2016530081921,Slight,2016-06-30,Thursday,Daylight,1,0,4,Gloucestershire,Dry,Single carriageway,None,30,15:41:00,Rural,Fine no high winds,Over 75,Female,Over 75_Female,9
13399,2016530082621,Serious,2016-06-04,Saturday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,10:35:00,Urban,Fine no high winds,Over 75,Female,Over 75_Female,9
13400,2016530082938,Slight,2016-06-29,Wednesday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,Roadworks,40,11:30:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13401,2016530083218,Serious,2016-06-05,Sunday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,14:26:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
13402,2016530083579,Slight,2016-04-07,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,13:00:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13403,2016530085225,Slight,2016-07-08,Friday,Daylight,2,0,0,Gloucestershire,Dry,Single carriageway,None,50,16:20:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13404,2016530087911,Slight,2016-07-16,Saturday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,15:00:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13406,2016530091534,Slight,2016-07-12,Tuesday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,08:10:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13407,2016530093427,Serious,2016-07-16,Saturday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,12:45:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13409,2016530097726,Fatal,2016-08-18,Thursday,Daylight,1,0,5,Gloucestershire,Dry,Single carriageway,None,40,13:58:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
13410,2016530102322,Serious,2016-07-21,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,15:40:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13411,2016530102991,Slight,2016-08-17,Wednesday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,07:05:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
13412,2016530103387,Serious,2016-09-02,Friday,Darkness - no lighting,2,0,0,Gloucestershire,Dry,Single carriageway,None,50,22:19:00,Rural,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13413,2016530104849,Slight,2016-09-11,Sunday,Darkness - lights lit,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,21:45:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13416,2016530108557,Slight,2016-04-29,Friday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,08:42:00,Urban,Fine no high winds,16 - 20,Female,16 - 20_Female,9
13418,2016530109050,Serious,2016-06-12,Sunday,Darkness - lights lit,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,00:36:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13419,2016530111306,Slight,2016-06-01,Wednesday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,13:20:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13420,2016530111324,Slight,2016-08-15,Monday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,05:45:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
13421,2016530111334,Slight,2016-09-11,Sunday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,16:20:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
13422,2016530111636,Slight,2016-09-30,Friday,Daylight,1,0,0,Gloucestershire,Wet or damp,Single carriageway,None,30,07:45:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13424,2016530118331,Slight,2016-09-30,Friday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,16:52:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13425,2016530123624,Slight,2016-09-08,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,08:55:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13426,2016530127578,Serious,2016-10-03,Monday,Daylight,2,0,4,Gloucestershire,Dry,Single carriageway,None,40,16:16:00,Rural,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13428,2016530131570,Serious,2016-07-14,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,12:50:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
13429,2016530132130,Slight,2016-10-21,Friday,Darkness - lights lit,1,0,4,Gloucestershire,Wet or damp,Single carriageway,None,30,22:55:00,Urban,Raining no high winds,26 - 35,Male,26 - 35_Male,9
13431,2016530132997,Slight,2016-10-28,Friday,Darkness - lights lit,2,0,0,Gloucestershire,Dry,Single carriageway,None,30,19:30:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
13432,2016530133411,Slight,2016-11-01,Tuesday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,15:40:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13433,2016530133426,Serious,2016-11-11,Friday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,15:15:00,Urban,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13434,2016530133974,Slight,2016-10-28,Friday,Daylight,1,0,4,Gloucestershire,Dry,Single carriageway,None,30,10:30:00,Rural,Fine no high winds,16 - 20,Female,16 - 20_Female,9
13435,2016530135929,Slight,2016-11-18,Friday,Darkness - no lighting,1,0,0,Gloucestershire,Wet or damp,Single carriageway,None,50,21:44:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13436,2016530135933,Slight,2016-11-16,Wednesday,Daylight,1,0,4,Gloucestershire,Dry,One way street,None,30,06:50:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13438,2016530137046,Serious,2016-12-07,Wednesday,Daylight,1,0,8,Gloucestershire,Wet or damp,Single carriageway,None,30,13:10:00,Urban,Fine no high winds,26 - 35,Female,26 - 35_Female,9
13439,2016530138339,Slight,2016-02-21,Sunday,Darkness - no lighting,1,0,0,Gloucestershire,Dry,Dual carriageway,None,70,05:40:00,Rural,Fine no high winds,21 - 25,Female,21 - 25_Female,9
13440,2016530139625,Slight,2016-11-14,Monday,Darkness - lights lit,1,0,8,Gloucestershire,Dry,Roundabout,None,30,17:15:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
13442,2016530149768,Serious,2016-11-25,Friday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,14:20:00,Urban,Fine no high winds,66 - 75,Female,66 - 75_Female,9
13443,2016530154842,Slight,2016-09-05,Monday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,14:45:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13444,2016530157090,Slight,2016-10-16,Sunday,Darkness - lights lit,1,2,0,Gloucestershire,Dry,Single carriageway,None,20,18:15:00,Urban,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13445,2016530157483,Slight,2016-11-24,Thursday,Darkness - lights lit,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,19:20:00,Urban,Fine no high winds,36 - 45,Male,36 - 45_Male,9
13446,2016530157601,Slight,2016-11-25,Friday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,08:05:00,Rural,Fine no high winds,21 - 25,Male,21 - 25_Male,9
13447,2016530157854,Slight,2016-11-25,Friday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,Roadworks,40,16:30:00,Urban,Fine no high winds,56 - 65,Male,56 - 65_Male,9
13448,2016530158018,Slight,2016-11-28,Monday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,15:50:00,Urban,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13449,2016530158795,Slight,2016-11-29,Tuesday,Darkness - lights lit,1,0,1,Gloucestershire,Wet or damp,Single carriageway,None,30,07:10:00,Urban,Fog or mist,36 - 45,Female,36 - 45_Female,9
13450,2016530159085,Serious,2016-12-01,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,40,14:45:00,Urban,Fine no high winds,Over 75,Female,Over 75_Female,9
13451,2016530160881,Slight,2016-09-21,Wednesday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,15:00:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
13452,2016530165246,Serious,2016-12-01,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,15:40:00,Urban,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13453,2016530171323,Slight,2016-12-08,Thursday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,15:30:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13454,2016530171343,Serious,2016-12-19,Monday,Darkness - lights lit,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,19:55:00,Urban,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13455,2016530171371,Serious,2016-12-21,Wednesday,Darkness - lights lit,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,18:35:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
13456,2016530171402,Slight,2016-12-28,Wednesday,Daylight,1,0,0,Gloucestershire,Dry,Single carriageway,None,30,12:00:00,Rural,Fine no high winds,66 - 75,Female,66 - 75_Female,9
13458,2016540105716,Slight,2016-01-05,Tuesday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,60,08:30:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13459,2016540253516,Slight,2016-01-09,Saturday,Darkness - lights lit,1,0,0,Wiltshire,Wet or damp,Single carriageway,None,30,18:27:00,Urban,Raining no high winds,46 - 55,Female,46 - 55_Female,9
13460,2016540416716,Slight,2016-01-14,Thursday,Darkness - lights lit,1,0,4,Wiltshire,Dry,Single carriageway,None,30,07:05:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13461,2016540419416,Fatal,2016-01-14,Thursday,Daylight,1,0,4,Wiltshire,Dry,Single carriageway,None,30,15:50:00,Urban,Fine no high winds,66 - 75,Female,66 - 75_Female,9
13462,2016540603216,Slight,2016-01-20,Wednesday,Daylight,1,0,8,Wiltshire,Frost or ice,Single carriageway,None,30,15:30:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
13463,2016540649116,Slight,2016-01-22,Friday,Daylight,1,0,0,Wiltshire,Wet or damp,Single carriageway,None,30,09:19:00,Urban,Raining no high winds,46 - 55,Female,46 - 55_Female,9
13464,2016540668316,Slight,2016-01-22,Friday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,08:20:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13465,2016540761216,Serious,2016-01-25,Monday,Darkness - lights lit,1,0,0,Wiltshire,Wet or damp,Single carriageway,None,30,19:22:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
13466,2016540797416,Slight,2016-01-26,Tuesday,Darkness - lights lit,1,0,4,Wiltshire,Wet or damp,Single carriageway,None,30,21:25:00,Urban,Fine no high winds,21 - 25,Female,21 - 25_Female,9
13468,2016540891216,Slight,2016-01-29,Friday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,13:20:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
13472,2016541086716,Slight,2016-02-04,Thursday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,60,08:35:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
13474,2016541266016,Serious,2016-02-10,Wednesday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,16:04:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13475,2016541270316,Slight,2016-02-10,Wednesday,Darkness - lights lit,1,0,0,Wiltshire,Dry,Single carriageway,None,30,23:29:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
13476,2016541276616,Slight,2016-02-11,Thursday,Daylight,1,0,1,Wiltshire,Dry,Single carriageway,Road sign or marking defective or obscured,30,08:40:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13477,2016541319216,Slight,2016-02-12,Friday,Daylight,1,0,1,Wiltshire,Dry,Single carriageway,None,30,09:20:00,Urban,Fine no high winds,66 - 75,Female,66 - 75_Female,9
13478,2016541347716,Fatal,2016-02-12,Friday,Darkness - no lighting,1,0,0,Wiltshire,Wet or damp,Single carriageway,None,40,20:45:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
13479,2016541356816,Serious,2016-02-13,Saturday,Daylight,1,0,0,Wiltshire,Wet or damp,Single carriageway,None,30,10:38:00,Urban,Raining no high winds,26 - 35,Male,26 - 35_Male,9
13480,2016541449216,Serious,2016-02-15,Monday,Darkness - lights lit,1,0,4,Wiltshire,Dry,Single carriageway,None,30,18:30:00,Rural,Fine no high winds,36 - 45,Female,36 - 45_Female,9
13481,2016541470516,Slight,2016-02-17,Wednesday,Daylight,1,0,5,Wiltshire,Wet or damp,Single carriageway,None,30,10:22:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13484,2016541664516,Slight,2016-02-23,Tuesday,Daylight,1,0,4,Wiltshire,Dry,One way street,None,20,15:48:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
13486,2016541993216,Serious,2016-03-03,Thursday,Daylight,1,0,1,Wiltshire,Wet or damp,One way street,None,30,17:16:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13488,2016542247816,Slight,2016-03-11,Friday,Daylight,1,0,4,Wiltshire,Dry,Single carriageway,None,30,18:12:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13490,2016542371516,Slight,2016-03-16,Wednesday,Daylight,1,0,0,Wiltshire,Wet or damp,Single carriageway,None,30,07:50:00,Urban,Fine no high winds,16 - 20,Female,16 - 20_Female,9
13491,2016542390016,Slight,2016-03-16,Wednesday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,15:23:00,Rural,Fine no high winds,56 - 65,Female,56 - 65_Female,9
13494,2016542578816,Slight,2016-03-22,Tuesday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,17:19:00,Rural,Fine no high winds,26 - 35,Female,26 - 35_Female,9
13495,2016542650116,Serious,2016-03-24,Thursday,Darkness - lights lit,1,0,4,Wiltshire,Dry,Single carriageway,None,30,20:40:00,Urban,Fine no high winds,21 - 25,Male,21 - 25_Male,9
13496,2016542662616,Slight,2016-03-25,Friday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,12:31:00,Urban,Fine no high winds,46 - 55,Female,46 - 55_Female,9
13497,2016542692016,Slight,2016-03-26,Saturday,Daylight,2,0,4,Wiltshire,Wet or damp,Single carriageway,None,30,17:50:00,Urban,Raining no high winds,21 - 25,Male,21 - 25_Male,9
13498,2016542887816,Slight,2016-04-03,Sunday,Darkness - lights lit,1,0,0,Wiltshire,Wet or damp,Single carriageway,None,20,02:24:00,Urban,Raining no high winds,16 - 20,Female,16 - 20_Female,9
13499,2016542910616,Slight,2016-04-03,Sunday,Darkness - no lighting,1,0,0,Wiltshire,Dry,Single carriageway,None,50,21:30:00,Rural,Fine no high winds,16 - 20,Male,16 - 20_Male,9
13500,2016543025916,Slight,2016-04-07,Thursday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,11:15:00,Urban,Fine no high winds,66 - 75,Female,66 - 75_Female,9
13501,2016543110316,Slight,2016-04-10,Sunday,Daylight,1,0,0,Wiltshire,Dry,Single carriageway,None,30,10:30:00,Rural,Fine no high winds,46 - 55,Male,46 - 55_Male,9
13502,2016543574216,Slight,2016-04-23,Saturday,Daylight,1,0,5,Wiltshire,Dry,Single carriageway,None,30,16:41:00,Urban,Fine no high winds,26 - 35,Male,26 - 35_Male,9
13503,2016543895816,Serious,2016-05-03,Tuesday,Daylight,1,0,4,Wiltshire,Dry,One way street,None,20,14:00:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
13504,2016544134516,Fatal,2016-05-10,Tuesday,Daylight,1,0,0,Wiltshire,Wet or damp,Single carriageway,None,30,09:57:00,Rural,Fine no high winds,66 - 75,Male,66 - 75_Male,9
13505,2016544138116,Slight,2016-05-10,Tuesday,Daylight,1,0,1,Wiltshire,Wet or damp,Single carriageway,None,30,14:20:00,Urban,Fine no high winds,66 - 75,Male,66 - 75_Male,9
13507,2016544187416,Slight,2016-05-11,Wednesday,Darkness - lights lit,1,0,5,Wiltshire,Wet or damp,Single carriageway,None,30,23:00:00,Urban,Raining no high winds,46 - 55,Male,46 - 55_Male,9
